Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс,Цвет,Состояние,Владельцы,ПТС
Skoda Yeti I Рестайлинг,768300.0,2015.0,51000.0,внедорожник 5 дв.,1.6,110.0,автомат,бензин,АИ-95,7.1,передний,13.3,172.0,Чехия,J,серый,не требует ремонта,1,оригинал
Volkswagen Polo V,550000.0,2014.0,101153.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,белый,не требует ремонта,1,оригинал
Ford Focus III,495000.0,2011.0,79354.0,седан,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.8,195.0,США,C,серый,не требует ремонта,1,оригинал
Kia Sportage III,915500.0,2012.0,95200.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,7.9,передний,10.6,182.0,Южная Корея,J,серый,не требует ремонта,1,оригинал
Opel Astra H Рестайлинг,635000.0,2013.0,111889.0,седан,1.6,115.0,механика,бензин,АИ-95,6.3,передний,11.7,191.0,Германия,C,серебристый,не требует ремонта,2,оригинал
Skoda Octavia III,860000.0,2014.0,45979.0,лифтбек,1.4,140.0,робот,бензин,АИ-95,5.3,передний,8.5,215.0,Чехия,C,серебристый,не требует ремонта,1,оригинал
Skoda Octavia III,993400.0,2017.0,26137.0,лифтбек,1.4,150.0,робот,бензин,АИ-95,5.3,передний,8.2,219.0,Чехия,C,серый,не требует ремонта,1,оригинал
Hyundai Santa Fe II Рестайлинг,883000.0,2012.0,174350.0,внедорожник 5 дв.,2.4,174.0,автомат,бензин,АИ-95,8.8,полный,11.7,186.0,Южная Корея,J,коричневый,не требует ремонта,1,оригинал
Skoda Octavia III,835000.0,2014.0,64278.0,лифтбек,1.4,140.0,робот,бензин,АИ-95,5.3,передний,8.5,215.0,Чехия,C,серебристый,не требует ремонта,1,оригинал
Volkswagen Polo V,550000.0,2015.0,52113.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,серебристый,не требует ремонта,2,оригинал
Volkswagen Passat B7,565400.0,2011.0,190562.0,седан,1.8,152.0,робот,бензин,АИ-95,7.1,передний,8.8,214.0,Германия,D,белый,не требует ремонта,1,оригинал
Chevrolet Niva I Рестайлинг,480000.0,2016.0,27713.0,внедорожник 5 дв.,1.7,80.0,механика,бензин,АИ-95,10.8,полный,19.0,140.0,США,J,синий,не требует ремонта,1,оригинал
Volkswagen Touareg II,1315700.0,2012.0,84700.0,внедорожник 5 дв.,3.6,249.0,автомат,бензин,АИ-95,10.9,полный,8.4,220.0,Германия,J,белый,не требует ремонта,3,оригинал
Ford Focus III,605000.0,2014.0,72269.0,седан,1.6,105.0,механика,бензин,АИ-95,6.0,передний,12.4,189.0,США,C,серебристый,не требует ремонта,1,оригинал
Volkswagen Golf Plus II,610100.0,2012.0,78400.0,хэтчбек 5 дв.,1.6,102.0,робот,бензин,АИ-95,6.8,передний,11.8,184.0,Германия,M,серый,не требует ремонта,2,оригинал
Volkswagen Polo V,530000.0,2014.0,48033.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,белый,не требует ремонта,1,оригинал
Nissan X-Trail II,842700.0,2011.0,133400.0,внедорожник 5 дв.,2.0,150.0,автомат,дизель,ДТ,8.1,полный,12.5,181.0,Япония,J,серебристый,не требует ремонта,3,оригинал
Hyundai Solaris I Рестайлинг,645000.0,2015.0,65333.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,чёрный,не требует ремонта,3,оригинал
Kia Rio  III 5-speed,525000.0,2013.0,85660.0,седан,1.6,123.0,механика,бензин,АИ-92,6.0,передний,10.3,190.0,Южная Корея,B,белый,не требует ремонта,2,оригинал
Mitsubishi ASX I,715000.0,2012.0,35680.0,внедорожник 5 дв.,1.6,117.0,механика,бензин,АИ-95,6.1,передний,11.4,183.0,Япония,J,белый,не требует ремонта,1,оригинал
Kia Rio II Рестайлинг,405000.0,2010.0,95196.0,седан,1.4,95.0,механика,бензин,АИ-92,6.2,передний,12.3,177.0,Южная Корея,B,серебристый,не требует ремонта,2,оригинал
Hyundai ix35 I Рестайлинг,938300.0,2014.0,97000.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-95,8.8,полный,11.7,175.0,Южная Корея,J,коричневый,не требует ремонта,1,оригинал
Hyundai Solaris I Рестайлинг,645000.0,2015.0,61132.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,белый,не требует ремонта,1,оригинал
Skoda Octavia II Рестайлинг,585000.0,2011.0,128095.0,лифтбек,1.8,152.0,автомат,бензин,АИ-95,7.7,передний,8.8,214.0,Чехия,C,серый,не требует ремонта,2,оригинал
Volkswagen Touareg II,1050100.0,2010.0,95935.0,внедорожник 5 дв.,3.6,249.0,автомат,бензин,АИ-95,10.9,полный,8.4,220.0,Германия,J,чёрный,не требует ремонта,3,оригинал
Volkswagen Tiguan I Рестайлинг,660700.0,2013.0,146690.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,белый,не требует ремонта,3,оригинал
Volkswagen Tiguan I,655000.0,2010.0,69123.0,внедорожник 5 дв.,1.4,150.0,механика,бензин,АИ-95,8.4,полный,9.6,192.0,Германия,J,синий,не требует ремонта,1,оригинал
Ford Focus III,545000.0,2012.0,85034.0,хэтчбек 5 дв.,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.7,193.0,США,C,серый,не требует ремонта,2,оригинал
Volkswagen Passat B6,515000.0,2007.0,142189.0,универсал 5 дв.,2.0,140.0,механика,дизель,ДТ,5.8,передний,10.1,206.0,Германия,D,чёрный,не требует ремонта,2,оригинал
Mercedes-Benz S-klasse  V (W221) Рестайлинг 350,1410650.0,2012.0,120000.0,седан,3.5,306.0,автомат,бензин,АИ-95,8.1,полный,6.9,250.0,Германия,F,чёрный,не требует ремонта,3,оригинал
Hyundai Santa Fe III Рестайлинг,1720000.0,2015.0,35849.0,внедорожник 5 дв.,2.2,200.0,автомат,nan,дизель,nan,ДТ,nan,nan,Южная Корея,J,белый,не требует ремонта,2,оригинал
Toyota RAV 4 IV (CA40),1065000.0,2013.0,39873.0,внедорожник 5 дв.,2.0,146.0,вариатор,бензин,АИ-95,7.4,передний,11.1,180.0,Япония,J,красный,не требует ремонта,3,оригинал
Volkswagen Polo V,555000.0,2014.0,68709.0,седан,1.6,105.0,механика,бензин,АИ-95,6.5,передний,10.5,190.0,Германия,B,белый,не требует ремонта,1,оригинал
Kia Sorento Prime III Prime,1949600.0,2016.0,88648.0,внедорожник 5 дв.,3.3,250.0,автомат,бензин,АИ-95,10.5,полный,8.2,210.0,Южная Корея,J,чёрный,не требует ремонта,1,оригинал
Mazda 6 III (GJ),1180000.0,2014.0,52000.0,седан,2.5,192.0,автомат,бензин,АИ-95,6.5,передний,7.8,223.0,Япония,D,чёрный,не требует ремонта,2,оригинал
Volvo XC90 I Рестайлинг,961500.0,2012.0,139167.0,внедорожник 5 дв.,2.5,210.0,автомат,бензин,АИ-95,11.4,полный,9.9,210.0,Швеция,J,чёрный,не требует ремонта,3,оригинал
Volkswagen Tiguan I Рестайлинг,693300.0,2012.0,80622.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,белый,не требует ремонта,3,оригинал
Honda CR-V IV,1072230.0,2014.0,117487.0,внедорожник 5 дв.,2.0,150.0,механика,бензин,АИ-92,7.9,полный,10.4,190.0,Япония,J,белый,не требует ремонта,1,оригинал
Hyundai Santa Fe  I Classic,498300.0,2009.0,172311.0,внедорожник 5 дв.,2.7,173.0,автомат,бензин,АИ-92,11.4,полный,11.6,182.0,Южная Корея,J,серый,не требует ремонта,3,оригинал
Nissan Qashqai I Рестайлинг,735000.0,2010.0,118089.0,внедорожник 5 дв.,2.0,141.0,вариатор,бензин,АИ-95,8.0,полный,11.3,181.0,Япония,J,серебристый,не требует ремонта,3,оригинал
Nissan Qashqai I Рестайлинг,795000.0,2013.0,101761.0,внедорожник 5 дв.,1.6,117.0,вариатор,бензин,АИ-95,6.4,передний,13.0,174.0,Япония,J,фиолетовый,не требует ремонта,1,оригинал
"Mercedes-Benz E-klasse  IV (W212, S212, C207) 200",767300.0,2010.0,68568.0,седан,1.8,184.0,автомат,бензин,АИ-95,6.5,задний,7.9,232.0,Германия,E,коричневый,не требует ремонта,3,оригинал
Volkswagen Touareg II,1438800.0,2011.0,150455.0,внедорожник 5 дв.,4.1,340.0,автомат,дизель,ДТ,9.1,полный,5.8,242.0,Германия,J,белый,не требует ремонта,3,оригинал
Toyota Camry VII (XV50),887300.0,2013.0,81000.0,седан,2.5,181.0,автомат,бензин,АИ-95,7.8,передний,9.0,210.0,Япония,E,чёрный,не требует ремонта,3,оригинал
Mercedes-Benz CLS-klasse  II (C218) 500,1235500.0,2011.0,223731.0,седан,4.7,408.0,автомат,бензин,АИ-98,9.0,задний,5.2,250.0,Германия,E,серый,не требует ремонта,3,оригинал
LADA (ВАЗ) Priora I Рестайлинг,430000.0,2015.0,56370.0,хэтчбек 5 дв.,1.6,106.0,робот,бензин,АИ-95,6.6,передний,12.6,183.0,Россия,B,белый,не требует ремонта,3,оригинал
Hyundai Santa Fe II,533300.0,2006.0,244500.0,внедорожник 5 дв.,2.2,150.0,автомат,дизель,ДТ,8.1,полный,12.9,178.0,Южная Корея,J,серебристый,не требует ремонта,3,оригинал
Mitsubishi Outlander III,874000.0,2013.0,76334.0,внедорожник 5 дв.,2.4,167.0,вариатор,бензин,АИ-92,7.9,полный,10.5,195.0,Япония,J,белый,не требует ремонта,1,оригинал
Opel Astra H Рестайлинг,445700.0,2013.0,101000.0,седан,1.6,115.0,механика,бензин,АИ-95,6.3,передний,11.7,191.0,Германия,C,белый,не требует ремонта,1,оригинал
Hyundai Solaris I,545000.0,2014.0,59904.0,седан,1.6,123.0,механика,бензин,АИ-92,6.0,передний,10.2,190.0,Южная Корея,B,чёрный,не требует ремонта,1,оригинал
Volkswagen Passat B7,895000.0,2013.0,114049.0,седан,1.8,152.0,робот,бензин,АИ-95,7.1,передний,8.8,214.0,Германия,D,чёрный,не требует ремонта,3,оригинал
Volkswagen Tiguan I Рестайлинг,935000.0,2014.0,81566.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,чёрный,не требует ремонта,1,оригинал
Nissan Qashqai I Рестайлинг,775000.0,2012.0,122472.0,внедорожник 5 дв.,1.6,117.0,вариатор,бензин,АИ-95,6.4,передний,13.0,174.0,Япония,J,серый,не требует ремонта,2,оригинал
